url,registrable,text
,www.adanigreenenergy.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.adanigreenenergy.com
Registrable Domain: www.adanigreenenergy.com
Brand/CSE: BULK_IMPORT (seed: www.adanigreenenergy.com)

📡 DNS Records:
   A (IPv4): 184.86.112.41, 184.86.112.8
   AAAA (IPv6): 2600:140f:2e00::b856:7062, 2600:140f:2e00::b856:7068
   CNAME: www.adanigreenenergy.com.edgekey.net

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 3473 days
   Days Until Expiry: 2004

🌍 Network & Locati"
https://www.unionbankofindia.co.in/,unionbankofindia.co.in,"https://www.unionbankofindia.co.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.unionbankofindia.co.in
URL: https://www.unionbankofindia.co.in/
Registrable Domain: unionbankofindia.co.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 35 chars, Entropy: 3.91
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

   🚩 Phishing Keywords Detected: verify

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated "
https://licindia.in/,licindia.in,"https://licindia.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: licindia.in
URL: https://licindia.in/
Registrable Domain: licindia.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 20 chars, Entropy: 3.48
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 3
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Hidden

   📄 Page Content:
      External Links: 86

   🚩 Phishing Keywords "
,www.bankofindia.co.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.bankofindia.co.in
Registrable Domain: www.bankofindia.co.in
Brand/CSE: BULK_IMPORT (seed: www.bankofindia.co.in)

📡 DNS Records:
   A (IPv4): 34.111.161.113

📋 WHOIS Information:
   Registrar: GoDaddy
   Domain Age: 8049 days
   Days Until Expiry: 351

🌍 Network & Location:
   ASN: 396982
   Country: US, Kansas City

📊 Metadata:
   First Seen: 2025-10-17T07:18:27.722097+00:00
   Processing Stage: rules:benign"
https://www.nhpcindia.com/,nhpcindia.com,"https://www.nhpcindia.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.nhpcindia.com
URL: https://www.nhpcindia.com/
Registrable Domain: nhpcindia.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.80
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: खोज

   📄 Page Content:
      External Links: 48

   ⚠️ "
,bankofmaharashtra.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bankofmaharashtra.in
Registrable Domain: bankofmaharashtra.in
Brand/CSE: BULK_IMPORT (seed: bankofmaharashtra.in)

📡 DNS Records:
   A (IPv4): 125.17.241.98
   AAAA (IPv6): 2404:a800:2400:d::8
   MX (Mail): SMTP.google.com, pottytqfadlmy7gj7cl2zbk4j4zbr7hd6jkxcjmjnpjeipdtbdcq.mx-verification.google.com
   NS (Nameservers): ns2.sify.net, ns1.sify.net

📋 WHOIS Information:
   Registrar: Sify Digital Services Limited
   Domain Age: 7534 days
   "
,www.bankofbaroda.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.bankofbaroda.in
Registrable Domain: www.bankofbaroda.in
Brand/CSE: BULK_IMPORT (seed: www.bankofbaroda.in)

📡 DNS Records:
   A (IPv4): 103.248.62.44

📋 WHOIS Information:
   Registrar: Terranet (India) Private Limited
   Domain Age: 7546 days
   Days Until Expiry: 1949

🌍 Network & Location:
   ASN: 133296
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:29.942767+00:00
   Processing Stage: rules:benign"
,www.idbibank.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.idbibank.in
Registrable Domain: www.idbibank.in
Brand/CSE: BULK_IMPORT (seed: www.idbibank.in)

📡 DNS Records:
   A (IPv4): 43.242.127.190, 103.8.125.18
   AAAA (IPv6): 2400:3b00:1:d::370, 2400:3b00:20:4::1:167

📋 WHOIS Information:
   Registrar: Endurance Digital Domain Technology Private Limited
   Domain Age: 7544 days
   Days Until Expiry: 490

🌍 Network & Location:
   ASN: 18229
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T0"
https://www.canarabank.com/,canarabank.com,"https://www.canarabank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.canarabank.com
URL: https://www.canarabank.com/
Registrable Domain: canarabank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 27 chars, Entropy: 3.81
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:21:08.076657+00:00
   Processing Stage: rules:benign"
https://www.indianbank.in/,indianbank.in,"https://www.indianbank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.indianbank.in
URL: https://www.indianbank.in/
Registrable Domain: indianbank.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.61
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 3
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 101

   🚩 Phishing Keywords Detected"
https://www.axisbank.com/,axisbank.com,"https://www.axisbank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.axisbank.com
URL: https://www.axisbank.com/
Registrable Domain: axisbank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 145

   🚩 Phishing Keywords Detected: account, login, secure

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected

📊 Metad"
,www.kotak.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.kotak.com
Registrable Domain: www.kotak.com
Brand/CSE: BULK_IMPORT (seed: www.kotak.com)

📡 DNS Records:
   A (IPv4): 104.18.17.195, 104.18.16.195
   AAAA (IPv6): 2606:4700:8ca3:c8b:480c:0:6b34:284e
   CNAME: www.kotak.com.cdn.cloudflare.net

📋 WHOIS Information:
   Registrar: Network Solutions, LLC
   Domain Age: 10941 days
   Days Until Expiry: 380

🌍 Network & Location:
   ASN: 13335

📊 Metadata:
   First Seen: 2025-10-17T07:18:38.3355"
https://www.centralbankofindia.co.in/,centralbankofindia.co.in,"https://www.centralbankofindia.co.in/ 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.centralbankofindia.co.in
URL: https://www.centralbankofindia.co.in/
Registrable Domain: centralbankofindia.co.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 37 chars, Entropy: 4.11
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

   ⚠️ JavaScript Behavior:
      🚨 KE"
,www.yesbank.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.yesbank.in
Registrable Domain: www.yesbank.in
Brand/CSE: BULK_IMPORT (seed: www.yesbank.in)

📡 DNS Records:
   A (IPv4): 23.64.1.226, 23.64.1.217
   AAAA (IPv6): 2600:140f:2e00::b856:7078, 2600:140f:2e00::b856:7058
   CNAME: www.yesbank.in.edgekey.net

📋 WHOIS Information:
   Registrar: CSC Corporate Domains, Inc.
   Domain Age: 7548 days
   Days Until Expiry: 121

🌍 Network & Location:
   ASN: 20940
   Country: IN, New Delhi

📊 Metadata:"
https://www.southindianbank.com/,southindianbank.com,"https://www.southindianbank.com/ 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.southindianbank.com
URL: https://www.southindianbank.com/
Registrable Domain: southindianbank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 32 chars, Entropy: 4.03
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 20"
,www.indusind.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.indusind.com
Registrable Domain: www.indusind.com
Brand/CSE: BULK_IMPORT (seed: www.indusind.com)

📡 DNS Records:
   A (IPv4): 159.60.131.186
   CNAME: ves-io-d3b90704-c2ac-4ad8-85df-f43b040f5c13.ac.vh.ves.io

📋 WHOIS Information:
   Registrar: Network Solutions, LLC
   Domain Age: 10644 days
   Days Until Expiry: 676

🌍 Network & Location:
   ASN: 35280
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:39.396260+00:00
   Proces"
,www.tmb.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.tmb.in
Registrable Domain: www.tmb.in
Brand/CSE: BULK_IMPORT (seed: www.tmb.in)

📡 DNS Records:
   A (IPv4): 192.124.249.176

📋 WHOIS Information:
   Registrar: GoDaddy
   Domain Age: 7545 days
   Days Until Expiry: 489

🌍 Network & Location:
   ASN: 30148
   Country: US, Menifee

📊 Metadata:
   First Seen: 2025-10-17T07:18:39.581748+00:00
   Processing Stage: rules:benign"
https://www.jkbank.com/,jkbank.com,"https://www.jkbank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.jkbank.com
URL: https://www.jkbank.com/
Registrable Domain: jkbank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.85
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:21:03.136920+00:00
   Processing Stage: rules:benign"
https://www.federalbank.co.in/,federalbank.co.in,"https://www.federalbank.co.in/ 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.federalbank.co.in
URL: https://www.federalbank.co.in/
Registrable Domain: federalbank.co.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 4.16
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0
      Submit Buttons"
https://www.bandhanbank.com/,bandhanbank.com,"https://www.bandhanbank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.bandhanbank.com
URL: https://www.bandhanbank.com/
Registrable Domain: bandhanbank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 28 chars, Entropy: 3.84
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 72

   🚩 Phishing Keywords D"
,www.kvb.co.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.kvb.co.in
Registrable Domain: www.kvb.co.in
Brand/CSE: BULK_IMPORT (seed: www.kvb.co.in)

📡 DNS Records:
   A (IPv4): 45.223.140.53
   CNAME: bpq8oeg.impervadns.net

📋 WHOIS Information:
   Registrar: Sify Digital Services Limited
   Domain Age: 8267 days
   Days Until Expiry: 1229

🌍 Network & Location:
   ASN: 19551
   Country: US

📊 Metadata:
   First Seen: 2025-10-17T07:18:39.495867+00:00
   Processing Stage: rules:benign"
https://www.iob.in/,iob.in,"https://www.iob.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.iob.in
URL: https://www.iob.in/
Registrable Domain: iob.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.43
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:21:17.774129+00:00
   Processing Stage: rules:benign"
https://www.idfcfirstbank.com/,idfcfirstbank.com,"https://www.idfcfirstbank.com/ 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.idfcfirstbank.com
URL: https://www.idfcfirstbank.com/
Registrable Domain: idfcfirstbank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 4.10
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0
      Submit Buttons"
https://karnatakabank.com/,karnatakabank.com,"https://karnatakabank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: karnatakabank.com
URL: https://karnatakabank.com/
Registrable Domain: karnatakabank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.63
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

📊 Metadata:
   First Seen: 2025-10-17T07:22:01.913329+00:00
   Processing Stage: rules:benign"
,www.bsnl.co.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.bsnl.co.in
Registrable Domain: www.bsnl.co.in
Brand/CSE: BULK_IMPORT (seed: www.bsnl.co.in)

📡 DNS Records:
   A (IPv4): 218.248.240.69
   AAAA (IPv6): 2001:4490:effc:3:4000::47
   CNAME: bsnl.co.in
   MX (Mail): mailgw.nic.in
   NS (Nameservers): ns12.bsnl.in, ns11.bsnl.in

📋 WHOIS Information:
   Registrar: MPS Infotecnics Limited
   Domain Age: 8236 days
   Days Until Expiry: 164

🌍 Network & Location:
   ASN: 9829
   Country: IN

📊 Me"
https://www.ucobank.com/,ucobank.com,"https://www.ucobank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.ucobank.com
URL: https://www.ucobank.com/
Registrable Domain: ucobank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.86
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:22:27.241867+00:00
   Processing Stage: rules:benign"
https://www.rblbank.com/,rblbank.com,"https://www.rblbank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.rblbank.com
URL: https://www.rblbank.com/
Registrable Domain: rblbank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Apply

   📄 Page Content:
      External Links: 101

   🚩 Phishi"
https://www.cityunionbank.com/,cityunionbank.com,"https://www.cityunionbank.com/ 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.cityunionbank.com
URL: https://www.cityunionbank.com/
Registrable Domain: cityunionbank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 4.01
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
"
,www.paytmbank.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.paytmbank.com
Registrable Domain: www.paytmbank.com
Brand/CSE: BULK_IMPORT (seed: www.paytmbank.com)

📡 DNS Records:
   A (IPv4): 23.10.228.250
   AAAA (IPv6): 2600:140f:2e00:58b::1957, 2600:140f:2e00:585::1957
   CNAME: www.paytmbank.com.edgekey.net

📋 WHOIS Information:
   Registrar: GoDaddy.com, LLC
   Domain Age: 3976 days
   Days Until Expiry: 2232

🌍 Network & Location:
   ASN: 16625
   Country: IN, New Delhi

📊 Metadata:
   First S"
https://www.myvi.in/,myvi.in,"https://www.myvi.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.myvi.in
URL: https://www.myvi.in/
Registrable Domain: myvi.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 20 chars, Entropy: 3.55
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 29

   🚩 Phishing Keywords Detected: account, login, secure, verify, suspended

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected

📊 Metadat"
https://www.jio.com/,jio.com,"https://www.jio.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.jio.com
URL: https://www.jio.com/
Registrable Domain: jio.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 20 chars, Entropy: 3.55
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 7

   🚩 Phishing Keywords Detected: login

   ⚠️ JavaScript "
,www.railtelindia.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.railtelindia.com
Registrable Domain: www.railtelindia.com
Brand/CSE: BULK_IMPORT (seed: www.railtelindia.com)

📡 DNS Records:
   A (IPv4): 112.133.230.193

📋 WHOIS Information:
   Registrar: ENOM, INC.
   Domain Age: 8678 days
   Days Until Expiry: 87

🌍 Network & Location:
   ASN: 24186
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:43.438869+00:00
   Processing Stage: rules:benign"
https://mtnl.in/,mtnl.in,"https://mtnl.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: mtnl.in
URL: https://mtnl.in/
Registrable Domain: mtnl.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 16 chars, Entropy: 3.28
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 62

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07"
,www.hindustanpetroleum.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.hindustanpetroleum.com
Registrable Domain: www.hindustanpetroleum.com
Brand/CSE: BULK_IMPORT (seed: www.hindustanpetroleum.com)

📡 DNS Records:
   A (IPv4): 103.115.194.145

📋 WHOIS Information:
   Registrar: BigRock Solutions Ltd.
   Domain Age: 8861 days
   Days Until Expiry: 1730

🌍 Network & Location:
   ASN: 17439
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:19:04.216749+00:00
   Processing Stage: rules:benign"
https://dot.gov.in/,dot.gov.in,"https://dot.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: dot.gov.in
URL: https://dot.gov.in/
Registrable Domain: dot.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.54
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected

📊 Metadata:
   First Seen: 2025-10-17T07:23:43.900365+00:00
   Processing Stage: rules:benign"
https://www.tatacommunications.com/,tatacommunications.com,"https://www.tatacommunications.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.tatacommunications.com
URL: https://www.tatacommunications.com/
Registrable Domain: tatacommunications.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 35 chars, Entropy: 3.75
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 3
      Password Fields: 0
      Email Fields: 1
      Submit Buttons: Search

   📄 Page Co"
,cris.org.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: cris.org.in
Registrable Domain: cris.org.in
Brand/CSE: BULK_IMPORT (seed: cris.org.in)

📡 DNS Records:
   A (IPv4): 103.110.246.68
   MX (Mail): imss.cris.org.in, imss2.cris.org.in
   NS (Nameservers): ns3.indianrail.gov.in, ns2.indianrail.gov.in, ns1.indianrail.gov.in

📋 WHOIS Information:
   Registrar: Sree Jain Infotech dba bookandhost.com
   Domain Age: 8253 days
   Days Until Expiry: 512

🌍 Network & Location:
   ASN: 45596
   Country: I"
,indianrailways.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: indianrailways.gov.in
Registrable Domain: indianrailways.gov.in
Brand/CSE: BULK_IMPORT (seed: indianrailways.gov.in)

📡 DNS Records:
   A (IPv4): 203.176.112.122
   MX (Mail): mail.indianrailways.gov.in
   NS (Nameservers): ns3.indianrail.gov.in, ns1.indianrail.gov.in, ns2.indianrail.gov.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 8267 days
   Days Until Expiry: 133

🌍 Network & Location:
   ASN: 45596
  "
,adanigreenenergy.com," Domain: www.adanigreenenergy.com
Registrable Domain: adanigreenenergy.com
Brand/CSE: BULK_IMPORT (seed: www.adanigreenenergy.com)

📊 Metadata:
   First Seen: 1760685527655"
https://morth.nic.in/,morth.nic.in,"https://morth.nic.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: morth.nic.in
URL: https://morth.nic.in/
Registrable Domain: morth.nic.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.56
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 122

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated C"
https://www.dgshipping.gov.in/,dgshipping.gov.in,"https://www.dgshipping.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.dgshipping.gov.in
URL: https://www.dgshipping.gov.in/
Registrable Domain: dgshipping.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 3.69
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 54

   🚩 Phishing Ke"
https://www.mahadiscom.in/,mahadiscom.in,"https://www.mahadiscom.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.mahadiscom.in
URL: https://www.mahadiscom.in/
Registrable Domain: mahadiscom.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.80
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 12

   ⚠️ JavaScript Behavior:
     "
,sarathi.parivahan.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sarathi.parivahan.gov.in
Registrable Domain: sarathi.parivahan.gov.in
Brand/CSE: BULK_IMPORT (seed: sarathi.parivahan.gov.in)

📡 DNS Records:
   A (IPv4): 164.100.69.5

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 5208 days
   Days Until Expiry: 270

🌍 Network & Location:
   ASN: 4758
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:49.569918+00:00
   Processing Stage: rules:benign"
https://www.nic.in/,www.nic.in,"https://www.nic.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.nic.in
URL: https://www.nic.in/
Registrable Domain: www.nic.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.33
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:24:40.338734+00:00
   Processing Stage: rules:benign"
https://uidai.gov.in/,uidai.gov.in,"https://uidai.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: uidai.gov.in
URL: https://uidai.gov.in/
Registrable Domain: uidai.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.75
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:24:32.610649+00:00
   Processing Stage: rules:benign"
,vahan.parivahan.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: vahan.parivahan.gov.in
Registrable Domain: vahan.parivahan.gov.in
Brand/CSE: BULK_IMPORT (seed: vahan.parivahan.gov.in)

📡 DNS Records:
   A (IPv4): 164.100.69.3

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 5208 days
   Days Until Expiry: 270

🌍 Network & Location:
   ASN: 4758
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:53.982850+00:00
   Processing Stage: rules:benign"
https://delhi.gov.in/,delhi.gov.in,"https://delhi.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: delhi.gov.in
URL: https://delhi.gov.in/
Registrable Domain: delhi.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.78
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 21

   🚩 Phishing Keywords Detected: login

   ⚠️ Ja"
https://www.mygov.in/,mygov.in,"https://www.mygov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.mygov.in
URL: https://www.mygov.in/
Registrable Domain: mygov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.75
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 397

   🚩 Phishing Keywords Detected: login

   ⚠️ JavaS"
