url,registrable,url_length,url_entropy,num_subdomains,is_idn,has_repeated_digits,mixed_script,domain_age_days,is_newly_registered,is_very_new,registrar,country,days_until_expiry,is_self_signed,cert_age_days,has_credential_form,form_count,password_fields,email_fields,has_suspicious_forms,suspicious_form_count,keyword_count,html_size,external_links,iframe_count,js_obfuscated,js_keylogger,js_form_manipulation,js_eval_usage,js_risk_score,redirect_count,had_redirects,a_count,mx_count,ns_count,favicon_md5,favicon_sha256,document_text,doc_has_verdict,doc_verdict,doc_risk_score,doc_form_count,doc_submit_buttons,doc_has_login_keywords,doc_has_verify_keywords,doc_has_password_keywords,doc_has_credential_keywords,doc_length,screenshot_phash,ocr_text,ocr_length,ocr_has_login_keywords,ocr_has_verify_keywords
,incometax.gov.in,0,0.0,0,0,0,0,8111,0,0,National Informatics Centre,,289,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,,," Domain: incometax.gov.in
Registrable Domain: incometax.gov.in

📊 Metadata:
   First Seen: 1760452966638",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,103.0,,,,,
,vi.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: vi.in
Registrable Domain: vi.in

📊 Metadata:
   First Seen: 1760452828447",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,81.0,,,,,
,passportindia.gov.in,0,0.0,0,0,0,0,6024,0,0,National Informatics Centre,IN,184,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,,," Domain: passportindia.gov.in
Registrable Domain: passportindia.gov.in

📊 Metadata:
   First Seen: 1760452979686",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,111.0,,,,,
,nseindia.com,0,0.0,0,0,0,0,9920,0,0,BigRock Solutions Ltd,IN,2862,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,,," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nseindia.com
Registrable Domain: nseindia.com

📡 DNS Records:
   A (IPv4): 23.55.244.169, 23.55.244.163
   NS (Nameservers): asia3.akam.net, ns1-120.akam.net, ns1-205.akam.net, eur2.akam.net, eur5.akam.net, use1.akam.net, use9.akam.net, usw4.akam.net

📋 WHOIS Information:
   Registrar: BigRock Solutions Ltd
   Domain Age: 9920 days
   Days Until Expiry: 2862

🌍 Network & Location:
   ASN: 20940
   Country: IN, Mumbai

📊 Metadata:
   First See",1.0,benign,0.0,0.0,,0.0,0.0,0.0,0.0,580.0,,,,,
,coalindia.in,0,0.0,0,0,0,0,6632,0,0,Gandi SAS,,307,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,," Domain: coalindia.in
Registrable Domain: coalindia.in

📊 Metadata:
   First Seen: 1760452931940",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,95.0,,,,,
,isro.gov.in,0,0.0,0,0,0,0,7547,0,0,National Informatics Centre,,122,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,,," Domain: isro.gov.in
Registrable Domain: isro.gov.in

📊 Metadata:
   First Seen: 1760452959960",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,93.0,,,,,
,upi.org.in,0,0.0,0,0,0,0,489,0,0,HIOX SOFTWARES PRIVATE LIMITED,,240,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: upi.org.in
Registrable Domain: upi.org.in

📡 DNS Records:

📋 WHOIS Information:
   Registrar: HIOX SOFTWARES PRIVATE LIMITED
   Domain Age: 489 days
   Days Until Expiry: 240

📊 Metadata:
   First Seen: 2025-10-14T14:43:21.500509+00:00
   Processing Stage: rules:benign",1.0,benign,0.0,0.0,,0.0,0.0,0.0,0.0,334.0,,,,,
,bbps.org.in,0,0.0,0,0,0,0,3767,0,0,Net 4 India Limited,,250,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: bbps.org.in
Registrable Domain: bbps.org.in

📊 Metadata:
   First Seen: 1760452978441",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,93.0,,,,,
,india.gov.in,0,0.0,0,0,0,0,7323,0,0,National Informatics Centre,IN,346,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,," Domain: india.gov.in
Registrable Domain: india.gov.in

📊 Metadata:
   First Seen: 1760452972967",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,95.0,,,,,
,redbus.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: redbus.in
Registrable Domain: redbus.in

📊 Metadata:
   First Seen: 1760452828453",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,89.0,,,,,
,zomato.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: zomato.com
Registrable Domain: zomato.com

📊 Metadata:
   First Seen: 1760452828453",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,91.0,,,,,
,airindia.co.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: airindia.co.in
Registrable Domain: airindia.co.in

📊 Metadata:
   First Seen: 1760452828453",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,99.0,,,,,
,makemytrip.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: makemytrip.com
Registrable Domain: makemytrip.com

📊 Metadata:
   First Seen: 1760452828453",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,99.0,,,,,
,goibibo.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: goibibo.com
Registrable Domain: goibibo.com

📊 Metadata:
   First Seen: 1760452828453",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,93.0,,,,,
,goindigo.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: goindigo.in
Registrable Domain: goindigo.in

📊 Metadata:
   First Seen: 1760452828453",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,93.0,,,,,
,yatra.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: yatra.com
Registrable Domain: yatra.com

📊 Metadata:
   First Seen: 1760452828453",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,89.0,,,,,
,airvistara.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: airvistara.com
Registrable Domain: airvistara.com

📊 Metadata:
   First Seen: 1760452828454",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,99.0,,,,,
,denabank.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: denabank.com
Registrable Domain: denabank.com

📊 Metadata:
   First Seen: 1760452828454",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,95.0,,,,,
,starhealth.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: starhealth.in
Registrable Domain: starhealth.in

📊 Metadata:
   First Seen: 1760452828454",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,97.0,,,,,
,drdo.gov.in,0,0.0,0,0,0,0,7837,0,0,National Informatics Centre,IN,197,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,," Domain: drdo.gov.in
Registrable Domain: drdo.gov.in

📊 Metadata:
   First Seen: 1760452966638",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,93.0,,,,,
,iitm.ac.in,0,0.0,0,0,0,0,8264,0,0,ERNET India,,501,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,,," Domain: iitm.ac.in
Registrable Domain: iitm.ac.in

📊 Metadata:
   First Seen: 1760452956358",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,91.0,,,,,
,bihar.gov.in,0,0.0,0,0,0,0,6419,0,0,National Informatics Centre,,154,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bihar.gov.in
Registrable Domain: bihar.gov.in

📡 DNS Records:
   MX (Mail): mailgw.nic.in
   NS (Nameservers): dns3.bihar.gov.in, dns2.bihar.gov.in, dns4.bihar.gov.in, dns1.bihar.gov.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 6419 days
   Days Until Expiry: 154

📊 Metadata:
   First Seen: 2025-10-14T14:43:05.298878+00:00
   Processing Stage: rules:benign",1.0,benign,0.0,0.0,,0.0,0.0,0.0,0.0,460.0,,,,,
,manipalhospitals.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: manipalhospitals.com
Registrable Domain: manipalhospitals.com

📊 Metadata:
   First Seen: 1760452828460",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,111.0,,,,,
,fortishealthcare.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: fortishealthcare.com
Registrable Domain: fortishealthcare.com

📊 Metadata:
   First Seen: 1760452828460",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,111.0,,,,,
,cg.gov.in,0,0.0,0,0,0,0,7388,0,0,National Informatics Centre,IN,281,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: cg.gov.in
Registrable Domain: cg.gov.in

📡 DNS Records:
   A (IPv4): 164.100.150.66
   MX (Mail): mailgw.nic.in
   NS (Nameservers): ns7.nic.in, ns2.nic.in, ns1.nic.in, ns10.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7388 days
   Days Until Expiry: 281

🌍 Network & Location:
   ASN: 4758
   Country: IN, Jaipur

📊 Metadata:
   First Seen: 2025-10-14T14:43:44.565274+00:00
   Processing Stage: rules:ben",1.0,benign,0.0,0.0,,0.0,0.0,0.0,0.0,514.0,,,,,
,hp.gov.in,0,0.0,0,0,0,0,7416,0,0,National Informatics Centre,IN,253,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,,," Domain: hp.gov.in
Registrable Domain: hp.gov.in

📊 Metadata:
   First Seen: 1760453019133",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,89.0,,,,,
,andaman.gov.in,0,0.0,0,0,0,0,7452,0,0,National Informatics Centre,,217,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: andaman.gov.in
Registrable Domain: andaman.gov.in

📡 DNS Records:

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7452 days
   Days Until Expiry: 217

📊 Metadata:
   First Seen: 2025-10-14T14:43:23.730243+00:00
   Processing Stage: rules:benign",1.0,benign,0.0,0.0,,0.0,0.0,0.0,0.0,340.0,,,,,
https://www.wipro.com/,wipro.com,22,3.516,1,0,0,0,9999,0,0,,,0,0,999,0,2,0,1,0,0,1,360462,49,8,1,0,0,0,0,139,1,0,0,0,d343cd8d97bcde522db104f0ebf19044,f4b7fd9b945d0e45a3928a0b4c47103b0577428b3a83aa5450691b86e256ea58,"https://www.wipro.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.wipro.com
URL: https://www.wipro.com/
Registrable Domain: wipro.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 22 chars, Entropy: 3.52
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 1
      Submit Buttons: Submit

   📄 Page Content:
      External Links: 49

   🚩 Phishing Keywords Detected: secure

   ⚠️ Java",1.0,benign,0.0,2.0,Submit,0.0,0.0,0.0,0.0,633.0,aa19d0cceae887c7,,0.0,0.0,0.0
https://arunachalpradesh.gov.in/,arunachalpradesh.gov.in,32,4.0778,1,0,0,0,7109,0,0,National Informatics Centre,IN,195,0,999,0,0,0,0,0,0,1,131865,86,0,0,1,0,0,25,79,1,1,0,4,6e7210276bfa604d36b610140ca5d507,5a0aa9242e2cbb5a080006271dc08ed369b583ffda880b42b0339e08cfefda13,"https://arunachalpradesh.gov.in/ Domain: arunachalpradesh.gov.in
Registrable Domain: arunachalpradesh.gov.in

📡 DNS Records:
   A (IPv4): 160.30.140.24
   NS (Nameservers): ns1.nic.in, ns2.nic.in, ns7.nic.in, ns10.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7109 days
   Days Until Expiry: 195

🌍 Network & Location:
   ASN: 153213
   Country: IN

📊 Metadata:
   First Seen: 1760452920.775456
   Processing Stage: resolved",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,431.0,dcd41dda45aa43a3,,0.0,0.0,0.0
https://chandigarh.gov.in/,chandigarh.gov.in,26,3.8731,1,0,0,0,7530,0,0,National Informatics Centre,IN,139,0,999,0,1,0,0,0,0,0,94977,53,1,1,0,0,0,0,217,1,1,0,4,7a4659d14ae75420d3e849fcc95bd378,d66eb44a0888a3f736e3a39cb1baa1ffd0c2fba63670458c5866c15a798eb24d,"https://chandigarh.gov.in/ Domain: chandigarh.gov.in
Registrable Domain: chandigarh.gov.in

📡 DNS Records:
   A (IPv4): 164.100.166.106
   NS (Nameservers): ns2.nic.in, ns10.nic.in, ns7.nic.in, ns1.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7530 days
   Days Until Expiry: 139

🌍 Network & Location:
   ASN: 4758
   Country: IN

📊 Metadata:
   First Seen: 1760452923.306061
   Processing Stage: resolved",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,419.0,e6459115155fccce,,0.0,0.0,0.0
,ap.gov.in,0,0.0,0,0,0,0,8264,0,0,National Informatics Centre,IN,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,,," Domain: ap.gov.in
Registrable Domain: ap.gov.in

📡 DNS Records:
   A (IPv4): 103.129.75.39
   MX (Mail): mailgw.nic.in
   NS (Nameservers): dns4.ap.gov.in, dns1.ap.gov.in, dns2.ap.gov.in, dns5.ap.gov.in, dns3.ap.gov.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 8264 days
   Days Until Expiry: 136

🌍 Network & Location:
   ASN: 137671
   Country: IN

📊 Metadata:
   First Seen: 1760452928.995967
   Processing Stage: resolved",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,462.0,,,,,
https://dnh.gov.in/,dnh.gov.in,19,3.5766,1,0,0,0,3690,0,0,National Informatics Centre,IN,327,0,999,0,1,0,0,0,0,0,169734,60,1,1,0,0,0,0,95,1,1,0,4,92ad84f6b8cfafe0bd79051a45fa37ad,7834ca953a4ed77064f85e555cc1cd606fdf472aca6033196db584e2a7e3e40d,"https://dnh.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: dnh.gov.in
URL: https://dnh.gov.in/
Registrable Domain: dnh.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.58
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Search

   📄 Page Content:
      External Links: 60

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected",1.0,benign,0.0,1.0,Search,0.0,0.0,0.0,0.0,587.0,c9b5155c64c28fa7,,0.0,0.0,0.0
https://assam.gov.in/,assam.gov.in,21,3.6538,1,0,0,0,7215,0,0,National Informatics Centre,IN,89,0,999,0,0,0,0,0,0,0,34813,1,0,0,0,0,0,0,4,1,1,3,4,4f6da84debf8af3f372aa57c54df0574,9aebb9c0c3b5a5267ea73a432c30380c2fe3b9d14d0e2427c7456ad026d1b4d5,"https://assam.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: assam.gov.in
URL: https://assam.gov.in/
Registrable Domain: assam.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.65
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:49:55.058216+00:00
   Processing Stage: rules:benign",1.0,benign,0.0,0.0,,0.0,0.0,0.0,0.0,440.0,c57f3a20813f6a71,,0.0,0.0,0.0
,csir.res.in,0,0.0,0,0,0,0,8264,0,0,ERNET India,IN,866,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,,," Domain: csir.res.in
Registrable Domain: csir.res.in

📊 Metadata:
   First Seen: 1760452966638",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,93.0,,,,,
,gov.in,0,0.0,0,0,0,0,139,0,0,National Internet Exchange of India,,3512,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,," Domain: gov.in
Registrable Domain: gov.in

📡 DNS Records:
   MX (Mail): mx2.mgovcloud.in, mx3.mgovcloud.in, mx.mgovcloud.in
   NS (Nameservers): ns10.trs-dns.info, ns01.trs-dns.com, ns01.trs-dns.net, ns10.trs-dns.org

📋 WHOIS Information:
   Registrar: National Internet Exchange of India
   Domain Age: 139 days
   Days Until Expiry: 3512

📊 Metadata:
   First Seen: 1760452931.993091
   Processing Stage: resolved",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,415.0,,,,,
,finmin.nic.in,0,0.0,0,0,0,0,7599,0,0,National Informatics Centre,,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: finmin.nic.in
Registrable Domain: finmin.nic.in

📊 Metadata:
   First Seen: 1760452943710",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,97.0,,,,,
,aai.aero,0,0.0,0,0,0,0,8573,0,0,Tucows Domains Inc.,,192,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,," Domain: aai.aero
Registrable Domain: aai.aero

📡 DNS Records:
   A (IPv4): 104.21.72.58, 172.67.175.240
   AAAA (IPv6): 2606:4700:3034::ac43:aff0, 2606:4700:3034::6815:483a
   MX (Mail): mail1.aai.aero, mail.aai.aero
   NS (Nameservers): dale.ns.cloudflare.com, elma.ns.cloudflare.com

📋 WHOIS Information:
   Registrar: Tucows Domains Inc.
   Domain Age: 8573 days
   Days Until Expiry: 192

🌍 Network & Location:
   ASN: 13335

📊 Metadata:
   First Seen: 1760452937.7999337
   Processing Stage: resolved",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,505.0,,,,,
https://fssai.gov.in/,fssai.gov.in,21,3.6538,1,0,0,0,6286,0,0,National Informatics Centre,IN,287,0,999,0,1,0,0,0,0,4,3158830,596,0,0,0,0,0,0,162,1,1,1,2,fa412c773e732d43e146a9303d5924ff,200f11cd2d09ce8f3d14b21ba3ec6299f97c927203f4300dae8a29eb916fc20c,"https://fssai.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: fssai.gov.in
URL: https://fssai.gov.in/
Registrable Domain: fssai.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.65
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 596

   🚩 Phishing Keywords Detected: account, secure, verify, urgent

   ⚠️ JavaScr",1.0,benign,0.0,1.0,,0.0,1.0,0.0,0.0,598.0,8b80707a97157b6b,,0.0,0.0,0.0
https://haryana.gov.in/,haryana.gov.in,23,3.7623,1,0,0,0,7868,0,0,National Informatics Centre,IN,166,0,999,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,1,0,4,,,"https://haryana.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: haryana.gov.in
URL: https://haryana.gov.in/
Registrable Domain: haryana.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.76
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-14T14:50:18.658788+00:00
   Processing Stage: rules:benign",1.0,benign,0.0,0.0,,0.0,0.0,0.0,0.0,374.0,b333233333333333,,0.0,0.0,0.0
,bhel.com,0,0.0,0,0,0,0,10319,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,271,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,," Domain: bhel.com
Registrable Domain: bhel.com

📡 DNS Records:
   A (IPv4): 111.118.189.167
   NS (Nameservers): mailgw3.bhel.in, corpdrns1.bhel.in, corpns1.bhel.in

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 10319 days
   Days Until Expiry: 271

🌍 Network & Location:
   ASN: 55470
   Country: IN

📊 Metadata:
   First Seen: 1760452941.4674704
   Processing Stage: resolved",0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,420.0,,,,,
